NEIGHBORHOOD_CLUSTER,CENSUS_TRACT,offensegroup,LONGITUDE,END_DATE,offense-text,SHIFT,YBLOCK,DISTRICT,WARD,YEAR,offensekey,BID,sector,PSA,ucr-rank,BLOCK_GROUP,VOTING_PRECINCT,XBLOCK,BLOCK,START_DATE,CCN,OFFENSE,OCTO_RECORD_ID,ANC,REPORT_DAT,METHOD,location,LATITUDE
cluster 8,005800,property,-77.0288543832191,2017-08-11T11:58:51.000,theft/other,day,136718,2,2,2017,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397497,1200 - 1299 block of g street nw,2017-08-11T11:57:37.000,17138163,theft/other,17138163-01,2C,2017-08-11T17:50:21.000Z,others,"38.898316944129917,-77.028856675638977",38.8983091574118
cluster 8,005800,property,-77.0307910736005,2017-08-26T14:57:37.000,theft/other,evening,136718,2,2,2017,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397329,1300 - 1399 block of g street nw,2017-08-26T14:53:44.000,17147747,theft/other,17147747-01,2C,2017-08-26T20:43:04.000Z,others,"38.898316449648604,-77.030793366623413",38.8983086630028
cluster 8,005800,property,-77.0319556355216,2017-09-23T20:15:43.000,theft/other,evening,136778,2,2,2017,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397228,700 - 723 block of 14th street nw,2017-09-23T19:53:09.000,17165566,theft/other,17165566-01,2C,2017-09-24T00:43:45.000Z,others,"38.898856638638833,-77.031957928940045",38.8988488519276
cluster 8,010100,property,-77.0336505541165,2017-08-22T23:00:22.000,motor vehicle theft,midnight,136849,2,2,2017,property|motor vehicle theft,downtown,2D3,207,8,010100 1,precinct 17,397081,718 - 799 block of 15th street nw,2017-08-22T15:00:20.000,17145348,motor vehicle theft,17145348-01,2B,2017-08-23T03:44:45.000Z,others,"38.89949575636841,-77.033652848101724",38.8994879695915
cluster 8,005800,property,-77.02809334899,2017-09-20T12:16:05.000,theft/other,day,136664,2,2,2017,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397563,600 - 699 block of 12th street nw,2017-09-20T12:12:49.000,17163318,theft/other,17163318-01,2C,2017-09-20T16:42:14.000Z,others,"38.897830678005782,-77.028095641143224",38.8978228913574
cluster 8,005800,property,-77.0307910736005,2017-11-13T17:24:21.000,theft/other,evening,136718,2,2,2017,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397329,1300 - 1399 block of g street nw,2017-11-13T16:34:41.000,17196824,theft/other,17196824-01,2C,2017-11-14T01:14:16.000Z,others,"38.898316449648604,-77.030793366623413",38.8983086630028
cluster 8,005800,property,-77.02809334899,2017-06-25T17:00:32.000,theft/other,day,136664,2,2,2017,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397563,600 - 699 block of 12th street nw,2017-06-25T16:59:38.000,17110901,theft/other,17110901-01,2C,2017-06-29T17:37:53.000Z,others,"38.897830678005782,-77.028095641143224",38.8978228913574
,006202,property,-77.0336501079286,2017-06-12T15:00:50.000,theft/other,day,136744,2,2,2017,property|theft/other,,2D3,207,6,006202 1,precinct 2,397081,700 - 717 block of 15th street nw,2017-06-12T14:24:54.000,17100321,theft/other,17100321-01,2A,2017-06-13T14:38:07.000Z,others,"38.898549878436583,-77.033652401855932",38.8985420918504
cluster 8,010100,violent,-77.0288552613857,2017-09-04T04:50:20.000,robbery,midnight,136959,2,2,2017,violent|robbery,downtown,2D3,209,4,010100 1,precinct 129,397497,1200 - 1299 block of new york avenue nw,2017-09-04T02:30:32.000,17152943,robbery,17152943-01,2C,2017-09-04T08:50:21.000Z,others,"38.900487959084074,-77.028857553938437",38.9004801719282
cluster 8,005800,property,-77.0288543832191,2017-10-10T18:00:21.000,theft/other,evening,136718,2,2,2017,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397497,1200 - 1299 block of g street nw,2017-10-10T14:38:48.000,17175798,theft/other,17175798-01,2C,2017-10-10T22:00:32.000Z,others,"38.898316944129917,-77.028856675638977",38.8983091574118
cluster 8,005800,property,-77.0288543832191,2017-08-07T18:15:54.000,theft f/auto,evening,136718,2,2,2017,property|theft f/auto,downtown,2D3,209,7,005800 1,precinct 129,397497,1200 - 1299 block of g street nw,2017-08-07T12:00:46.000,17135804,theft f/auto,17135804-01,2C,2017-08-07T23:57:12.000Z,others,"38.898316944129917,-77.028856675638977",38.8983091574118
cluster 8,010100,property,-77.0328093294496,2017-12-25T02:30:18.000,theft f/auto,evening,136928,2,2,2017,property|theft f/auto,downtown,2D3,207,7,010100 1,precinct 129,397154,1400 - 1499 block of h street nw,2017-12-25T02:14:07.000,17221220,theft f/auto,17221220-01,2C,2017-12-29T00:48:34.000Z,others,"38.900207656211471,-77.032811623216446",38.9001998692596
cluster 8,005800,property,-77.0288543832191,2017-12-23T20:02:09.000,theft/other,evening,136718,2,2,2017,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397497,1200 - 1299 block of g street nw,2017-12-23T19:25:12.000,17220645,theft/other,17220645-01,2C,2017-12-24T03:54:55.000Z,others,"38.898316944129917,-77.028856675638977",38.8983091574118
cluster 8,005800,property,-77.02809334899,2017-11-07T10:45:50.000,theft/other,day,136664,2,2,2017,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397563,600 - 699 block of 12th street nw,2017-11-07T10:30:59.000,17193160,theft/other,17193160-01,2C,2017-11-07T17:18:57.000Z,others,"38.897830678005782,-77.028095641143224",38.8978228913574
cluster 8,005800,property,-77.0288543832191,2017-11-21T16:00:29.000,theft/other,evening,136718,2,2,2017,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397497,1200 - 1299 block of g street nw,2017-11-21T14:25:06.000,17201636,theft/other,17201636-01,2C,2017-11-21T21:28:35.000Z,others,"38.898316944129917,-77.028856675638977",38.8983091574118
cluster 8,005800,property,-77.0319667073705,2017-11-30T19:00:31.000,theft/other,evening,136665,2,2,2017,property|theft/other,downtown,2D3,207,6,005800 1,precinct 129,397227,600 - 699 block of 14th street nw,2017-11-30T17:48:26.000,17207020,theft/other,17207020-01,2C,2017-12-01T02:24:41.000Z,others,"38.897838690533028,-77.031969000730271",38.8978309040274
cluster 8,005800,property,-77.0308016524484,2017-09-17T14:45:00.000,theft/other,evening,136474,2,2,2017,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397328,1300 - 1399 block of pennsylvania avenue nw,2017-09-17T14:35:00.000,17401565,theft/other,17401565-01,2C,2017-09-19T20:51:08.000Z,others,"38.896118405730199,-77.030803945340352",38.8961106195281
cluster 8,005800,property,-77.0288543832191,2017-10-30T14:32:33.000,theft/other,day,136718,2,2,2017,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397497,1200 - 1299 block of g street nw,2017-10-30T13:01:30.000,17188344,theft/other,17188344-01,2C,2017-10-30T18:32:35.000Z,others,"38.898316944129917,-77.028856675638977",38.8983091574118
cluster 8,005800,violent,-77.02809334899,2017-10-30T13:58:04.000,robbery,evening,136664,2,2,2017,violent|robbery,downtown,2D3,209,4,005800 1,precinct 129,397563,600 - 699 block of 12th street nw,2017-10-30T13:55:09.000,17188379,robbery,17188379-01,2C,2017-10-30T23:19:28.000Z,gun,"38.897830678005782,-77.028095641143224",38.8978228913574
cluster 8,005800,property,-77.0288543832191,2017-11-04T21:24:19.000,theft/other,evening,136718,2,2,2017,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397497,1200 - 1299 block of g street nw,2017-11-04T19:48:17.000,17191751,theft/other,17191751-01,2C,2017-11-05T01:24:19.000Z,others,"38.898316944129917,-77.028856675638977",38.8983091574118
cluster 8,005800,property,-77.0288543832191,2017-11-24T15:16:19.000,theft/other,evening,136718,2,2,2017,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397497,1200 - 1299 block of g street nw,2017-11-24T15:00:36.000,17203192,theft/other,17203192-01,2C,2017-11-24T21:14:25.000Z,others,"38.898316944129917,-77.028856675638977",38.8983091574118
cluster 8,005800,property,-77.029626551764,2017-11-28T16:34:18.000,theft/other,evening,136664,2,2,2017,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397430,600 - 699 block of 13th street nw,2017-11-28T15:00:37.000,17205575,theft/other,17205575-01,2C,2017-11-29T00:22:18.000Z,others,"38.897830299177315,-77.029628844394551",38.8978225125861
cluster 8,005800,property,-77.0308021853212,2017-11-24T18:30:45.000,theft/other,evening,136611,2,2,2017,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397328,1300 - 1399 block of f street nw,2017-11-24T15:30:05.000,17203298,theft/other,17203298-01,2C,2017-11-25T00:15:05.000Z,others,"38.897352551739573,-77.030804478288715",38.8973447652886
cluster 8,005800,property,-77.0288543832191,2017-10-31T18:28:29.000,theft/other,evening,136718,2,2,2017,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397497,1200 - 1299 block of g street nw,2017-10-31T17:05:50.000,17189085,theft/other,17189085-01,2C,2017-10-31T22:28:30.000Z,others,"38.898316944129917,-77.028856675638977",38.8983091574118
cluster 8,005800,property,-77.0288543832191,2017-12-28T15:45:08.000,theft/other,evening,136718,2,2,2017,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397497,1200 - 1299 block of g street nw,2017-12-28T12:12:24.000,17222679,theft/other,17222679-01,2C,2017-12-28T21:10:52.000Z,others,"38.898316944129917,-77.028856675638977",38.8983091574118
cluster 8,005800,property,-77.0308021853212,2017-12-13T03:21:45.000,burglary,midnight,136611,2,2,2017,property|burglary,downtown,2D3,209,5,005800 1,precinct 129,397328,1300 - 1399 block of f street nw,2017-12-13T03:20:01.000,17214330,burglary,17214330-01,2C,2017-12-13T09:30:56.000Z,others,"38.897352551739573,-77.030804478288715",38.8973447652886
cluster 8,005800,property,-77.0308016524484,2017-12-04T04:00:40.000,theft/other,day,136474,2,2,2017,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397328,1300 - 1399 block of pennsylvania avenue nw,2017-12-02T16:00:06.000,17209031,theft/other,17209031-01,2C,2017-12-04T14:37:49.000Z,others,"38.896118405730199,-77.030803945340352",38.8961106195281
cluster 8,005800,property,-77.0319667073705,2017-12-13T14:30:12.000,theft/other,evening,136665,2,2,2017,property|theft/other,downtown,2D3,207,6,005800 1,precinct 129,397227,600 - 699 block of 14th street nw,2017-12-13T12:30:23.000,17214742,theft/other,17214742-01,2C,2017-12-14T00:56:35.000Z,others,"38.897838690533028,-77.031969000730271",38.8978309040274
,006202,property,-77.0336497679838,2017-06-28T19:00:52.000,theft/other,evening,136664,2,2,2017,property|theft/other,,2D3,207,6,006202 1,precinct 2,397081,600 - 699 block of 15th street nw,2017-06-28T18:55:39.000,17110462,theft/other,17110462-01,2A,2017-06-29T00:06:57.000Z,others,"38.897829209428814,-77.033652061867045",38.8978214229879
cluster 8,005800,property,-77.0288543832191,,theft/other,day,136718,2,2,2019,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397497,1200 - 1299 block of g street nw,2019-01-23T12:09:01.000,19012928,theft/other,19012928-01,2C,2019-01-23T18:31:34.000Z,others,"38.898316944129917,-77.028856675638977",38.8983091574118
cluster 8,005800,property,-77.0296270643197,2019-01-23T14:28:48.000,theft f/auto,evening,136801,2,2,2019,property|theft f/auto,downtown,2D3,209,7,005800 1,precinct 129,397430,700 - 799 block of 13th street nw,2019-01-23T12:30:11.000,19012996,theft f/auto,19012996-01,2C,2019-01-23T20:06:35.000Z,others,"38.899064444815117,-77.029629357025797",38.8990566579751
cluster 8,010100,property,-77.0311031522281,2019-01-09T08:00:41.000,theft/other,midnight,136928,2,2,2019,property|theft/other,downtown,2D3,209,6,010100 1,precinct 129,397302,1306 - 1399 block of h street nw,2019-01-08T18:30:55.000,19005118,theft/other,19005118-01,2C,2019-01-11T11:17:44.000Z,others,"38.900208122985063,-77.03110544546368",38.9002003359694
cluster 8,010100,property,-77.0288552613857,,theft f/auto,day,136959,2,2,2019,property|theft f/auto,downtown,2D3,209,7,010100 1,precinct 129,397497,1200 - 1299 block of new york avenue nw,2019-01-14T06:25:03.000,19007733,theft f/auto,19007733-01,2C,2019-01-14T12:35:15.000Z,others,"38.900487959084074,-77.028857553938437",38.9004801719282
cluster 8,005800,property,-77.0307910736005,2019-02-14T17:50:04.000,theft/other,evening,136718,2,2,2019,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397329,1300 - 1399 block of g street nw,2019-02-14T17:45:44.000,19026691,theft/other,19026691-01,2C,2019-02-15T01:55:40.000Z,others,"38.898316449648604,-77.030793366623413",38.8983086630028
cluster 8,010100,property,-77.0308039046424,2019-04-08T16:46:24.000,theft/other,evening,137053,2,2,2019,property|theft/other,downtown,2D3,209,6,010100 1,precinct 129,397328,1300 - 1399 block of i street nw,2019-04-08T16:20:15.000,19059373,theft/other,19059373-01,2C,2019-04-08T22:55:48.000Z,others,"38.901334247229343,-77.030806197853636",38.9013264599755
cluster 8,010100,property,-77.0288552613857,2019-03-08T20:26:34.000,theft/other,evening,136959,2,2,2019,property|theft/other,downtown,2D3,209,6,010100 1,precinct 129,397497,1200 - 1299 block of new york avenue nw,2019-03-08T20:25:25.000,19039765,theft/other,19039765-01,2C,2019-03-09T03:45:50.000Z,others,"38.900487959084074,-77.028857553938437",38.9004801719282
cluster 8,010100,property,-77.0288552613857,2019-03-14T16:00:52.000,theft f/auto,evening,136959,2,2,2019,property|theft f/auto,downtown,2D3,209,7,010100 1,precinct 129,397497,1200 - 1299 block of new york avenue nw,2019-03-14T12:30:29.000,19043260,theft f/auto,19043260-01,2C,2019-03-14T20:51:34.000Z,others,"38.900487959084074,-77.028857553938437",38.9004801719282
cluster 8,005800,property,-77.0319667073705,2019-02-14T18:07:11.000,theft/other,day,136665,2,2,2019,property|theft/other,downtown,2D3,207,6,005800 1,precinct 129,397227,600 - 699 block of 14th street nw,2019-02-14T18:02:04.000,19027107,theft/other,19027107-01,2C,2019-02-15T17:50:52.000Z,others,"38.897838690533028,-77.031969000730271",38.8978309040274
cluster 8,005800,property,-77.0311490330435,2019-02-03T23:00:00.000,theft/other,evening,136869,2,2,2019,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397298,1300 - 1399 block of new york avenue nw,2019-02-03T22:40:07.000,19031203,theft/other,19031203-01,2C,2019-02-22T23:23:42.000Z,others,"38.899676617465396,-77.031151326260883",38.8996688305587
cluster 8,005800,property,-77.029626551764,2019-04-10T20:10:31.000,theft/other,evening,136664,2,2,2019,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397430,600 - 699 block of 13th street nw,2019-04-10T20:00:23.000,19060970,theft/other,19060970-01,2C,2019-04-11T00:56:15.000Z,others,"38.897830299177315,-77.029628844394551",38.8978225125861
cluster 8,005800,property,-77.0328088198348,2019-01-28T19:00:04.000,theft/other,evening,136805,2,2,2019,property|theft/other,downtown,2D3,207,6,005800 1,precinct 129,397154,1400 - 1499 block of new york avenue nw,2019-01-28T17:30:04.000,19016356,theft/other,19016356-01,2C,2019-01-29T02:27:08.000Z,others,"38.899099627898394,-77.032811113533725",38.8990918411699
cluster 8,005800,violent,-77.0307910736005,2019-05-15T20:38:16.000,robbery,evening,136718,2,2,2019,violent|robbery,downtown,2D3,209,4,005800 1,precinct 129,397329,1300 - 1399 block of g street nw,2019-05-15T20:30:42.000,19083700,robbery,19083700-01,2C,2019-05-16T02:21:25.000Z,others,"38.898316449648604,-77.030793366623413",38.8983086630028
cluster 8,005800,property,-77.029626551764,2019-05-03T16:25:18.000,theft/other,evening,136664,2,2,2019,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397430,600 - 699 block of 13th street nw,2019-05-03T16:15:14.000,19075714,theft/other,19075714-01,2C,2019-05-04T01:05:09.000Z,others,"38.897830299177315,-77.029628844394551",38.8978225125861
cluster 8,005800,property,-77.0288543832191,,theft/other,evening,136718,2,2,2019,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397497,1200 - 1299 block of g street nw,2019-05-14T19:16:41.000,19082952,theft/other,19082952-01,2C,2019-05-15T00:27:36.000Z,others,"38.898316944129917,-77.028856675638977",38.8983091574118
cluster 8,005800,property,-77.029626551764,2018-02-21T13:35:04.000,theft/other,day,136664,2,2,2018,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397430,600 - 699 block of 13th street nw,2018-02-21T13:21:34.000,18029401,theft/other,18029401-01,2C,2018-02-21T19:54:26.000Z,others,"38.897830299177315,-77.029628844394551",38.8978225125861
cluster 8,005800,property,-77.0319777385228,2018-01-16T20:30:45.000,theft/other,evening,136542,2,2,2018,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397226,500 - 599 block of 14th street nw,2018-01-16T20:06:25.000,18008646,theft/other,18008646-01,2C,2018-01-17T02:19:07.000Z,others,"38.896730658591935,-77.031980031818335",38.8967228723102
cluster 8,005800,property,-77.029626551764,2018-01-17T15:10:49.000,theft f/auto,evening,136664,2,2,2018,property|theft f/auto,downtown,2D3,209,7,005800 1,precinct 129,397430,600 - 699 block of 13th street nw,2018-01-17T09:00:00.000,18009063,theft f/auto,18009063-01,2C,2018-01-17T21:04:05.000Z,others,"38.897830299177315,-77.029628844394551",38.8978225125861
cluster 8,005800,property,-77.029626551764,2018-01-29T18:37:47.000,theft/other,evening,136664,2,2,2018,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397430,600 - 699 block of 13th street nw,2018-01-29T17:55:47.000,18016347,theft/other,18016347-01,2C,2018-01-29T23:37:48.000Z,others,"38.897830299177315,-77.029628844394551",38.8978225125861
cluster 8,005800,violent,-77.02809334899,2018-03-02T21:35:21.000,robbery,evening,136664,2,2,2018,violent|robbery,downtown,2D3,209,4,005800 1,precinct 129,397563,600 - 699 block of 12th street nw,2018-03-02T21:30:39.000,18034984,robbery,18034984-01,2C,2018-03-03T03:37:26.000Z,others,"38.897830678005782,-77.028095641143224",38.8978228913574
cluster 8,010100,property,-77.0308039046424,2018-03-09T01:30:29.000,theft f/auto,midnight,137053,2,2,2018,property|theft f/auto,downtown,2D3,209,7,010100 1,precinct 129,397328,1300 - 1399 block of i street nw,2018-03-08T20:00:09.000,18038465,theft f/auto,18038465-01,2C,2018-03-09T09:10:21.000Z,others,"38.901334247229343,-77.030806197853636",38.9013264599755
cluster 8,005800,property,-77.029626551764,2018-01-02T21:00:43.000,theft/other,midnight,136664,2,2,2018,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397430,600 - 699 block of 13th street nw,2017-12-09T20:34:40.000,18005198,theft/other,18005198-01,2C,2018-01-11T04:30:10.000Z,others,"38.897830299177315,-77.029628844394551",38.8978225125861
cluster 8,005800,property,-77.0288543832191,2018-08-03T18:46:22.000,theft/other,midnight,136718,2,2,2018,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397497,1200 - 1299 block of g street nw,2018-08-03T18:45:55.000,18128574,theft/other,18128574-01,2C,2018-08-04T03:06:36.000Z,others,"38.898316944129917,-77.028856675638977",38.8983091574118
cluster 8,005800,property,-77.0319777385228,,theft/other,day,136542,2,2,2018,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397226,500 - 599 block of 14th street nw,2018-06-11T10:07:16.000,18094537,theft/other,18094537-01,2C,2018-06-11T17:29:18.000Z,others,"38.896730658591935,-77.031980031818335",38.8967228723102
cluster 8,005800,property,-77.0307910736005,,theft/other,evening,136718,2,2,2018,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397329,1300 - 1399 block of g street nw,2018-07-16T17:26:05.000,18116909,theft/other,18116909-01,2C,2018-07-16T22:01:08.000Z,others,"38.898316449648604,-77.030793366623413",38.8983086630028
cluster 8,005800,property,-77.0296376230052,2018-01-09T15:40:40.000,theft/other,evening,136542,2,2,2018,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397429,500 - 599 block of 13th street nw,2018-01-09T14:30:55.000,18004478,theft/other,18004478-01,2C,2018-01-09T22:21:47.000Z,others,"38.896731275821011,-77.029639915572076",38.8967234894519
cluster 8,005800,property,-77.0288665198976,2018-02-08T16:00:37.000,theft f/auto,evening,136885,2,2,2018,property|theft f/auto,downtown,2D3,209,7,005800 1,precinct 129,397496,1200 - 1299 block of h street nw,2018-02-08T14:00:45.000,18021960,theft f/auto,18021960-01,2C,2018-02-09T01:19:55.000Z,others,"38.899821337625788,-77.028868812413165",38.8998135506047
cluster 8,010100,property,-77.0319680233991,,theft/other,day,136991,2,2,2018,property|theft/other,downtown,2D3,209,6,010100 1,precinct 129,397227,800 - 899 block of 14th street nw,2018-05-21T10:37:37.000,18081648,theft/other,18081648-01,2C,2018-05-21T16:28:57.000Z,others,"38.900775416172223,-77.031970316938654",38.9007676290745
cluster 8,005800,property,-77.0319777385228,2018-04-30T12:00:27.000,burglary,day,136542,2,2,2018,property|burglary,downtown,2D3,209,5,005800 1,precinct 129,397226,500 - 599 block of 14th street nw,2018-04-28T15:30:41.000,18069436,burglary,18069436-01,2C,2018-05-01T18:55:41.000Z,others,"38.896730658591935,-77.031980031818335",38.8967228723102
cluster 8,005800,property,-77.0319777385228,2018-05-25T23:35:16.000,theft/other,midnight,136542,2,2,2018,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397226,500 - 599 block of 14th street nw,2018-05-25T22:22:06.000,18084565,theft/other,18084565-01,2C,2018-05-26T04:01:33.000Z,others,"38.896730658591935,-77.031980031818335",38.8967228723102
cluster 8,005800,property,-77.0319777385228,2018-04-03T19:48:05.000,theft/other,evening,136542,2,2,2018,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397226,500 - 599 block of 14th street nw,2018-04-03T18:29:21.000,18052932,theft/other,18052932-01,2C,2018-04-03T23:47:34.000Z,others,"38.896730658591935,-77.031980031818335",38.8967228723102
cluster 8,005800,property,-77.0307910736005,2018-06-09T03:37:05.000,motor vehicle theft,midnight,136718,2,2,2018,property|motor vehicle theft,downtown,2D3,209,8,005800 1,precinct 129,397329,1300 - 1399 block of g street nw,2018-06-08T07:30:40.000,18093219,motor vehicle theft,18093219-01,2C,2018-06-09T08:34:25.000Z,others,"38.898316449648604,-77.030793366623413",38.8983086630028
,006202,property,-77.0336497679838,2018-08-06T21:00:08.000,theft/other,midnight,136664,2,2,2018,property|theft/other,,2D3,207,6,006202 1,precinct 2,397081,600 - 699 block of 15th street nw,2018-08-06T20:00:58.000,18130494,theft/other,18130494-01,2A,2018-08-07T04:18:02.000Z,others,"38.897829209428814,-77.033652061867045",38.8978214229879
,006202,property,-77.0336497679838,2018-08-07T09:03:22.000,theft/other,day,136664,2,2,2018,property|theft/other,,2D3,207,6,006202 1,precinct 2,397081,600 - 699 block of 15th street nw,2018-08-06T19:30:38.000,18130645,theft/other,18130645-01,2A,2018-08-07T18:02:16.000Z,others,"38.897829209428814,-77.033652061867045",38.8978214229879
cluster 8,010100,property,-77.0308039046424,2018-04-05T22:12:04.000,theft/other,midnight,137053,2,2,2018,property|theft/other,downtown,2D3,209,6,010100 1,precinct 129,397328,1300 - 1399 block of i street nw,2018-04-05T21:20:15.000,18054356,theft/other,18054356-01,2C,2018-04-06T10:00:23.000Z,others,"38.901334247229343,-77.030806197853636",38.9013264599755
cluster 8,005800,property,-77.0307910736005,2018-05-07T14:35:32.000,theft/other,evening,136718,2,2,2018,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397329,1300 - 1399 block of g street nw,2018-05-07T14:34:05.000,18073219,theft/other,18073219-01,2C,2018-05-07T22:14:02.000Z,others,"38.898316449648604,-77.030793366623413",38.8983086630028
cluster 8,005800,property,-77.0319667073705,2018-05-30T19:40:55.000,theft/other,day,136665,2,2,2018,property|theft/other,downtown,2D3,207,6,005800 1,precinct 129,397227,600 - 699 block of 14th street nw,2018-05-30T18:00:06.000,18087773,theft/other,18087773-01,2C,2018-05-31T15:48:33.000Z,others,"38.897838690533028,-77.031969000730271",38.8978309040274
cluster 8,005800,property,-77.0308021853212,2018-04-22T16:00:36.000,theft/other,evening,136611,2,2,2018,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397328,1300 - 1399 block of f street nw,2018-04-22T15:42:27.000,18064274,theft/other,18064274-01,2C,2018-04-22T20:32:14.000Z,others,"38.897352551739573,-77.030804478288715",38.8973447652886
cluster 8,010100,property,-77.0288552613857,,theft/other,evening,136959,2,2,2018,property|theft/other,downtown,2D3,209,6,010100 1,precinct 129,397497,1200 - 1299 block of new york avenue nw,2018-03-22T17:41:36.000,18046075,theft/other,18046075-01,2C,2018-03-22T22:07:53.000Z,others,"38.900487959084074,-77.028857553938437",38.9004801719282
cluster 8,005800,property,-77.0319556355216,,theft/other,evening,136778,2,2,2018,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397228,700 - 723 block of 14th street nw,2018-04-07T16:53:07.000,18055462,theft/other,18055462-01,2C,2018-04-07T21:31:25.000Z,others,"38.898856638638833,-77.031957928940045",38.8988488519276
cluster 8,010100,property,-77.0308039046424,2018-02-07T19:52:19.000,theft f/auto,midnight,137053,2,2,2018,property|theft f/auto,downtown,2D3,209,7,010100 1,precinct 129,397328,1300 - 1399 block of i street nw,2018-02-07T18:46:04.000,18021539,theft f/auto,18021539-01,2C,2018-02-08T04:43:54.000Z,others,"38.901334247229343,-77.030806197853636",38.9013264599755
cluster 8,005800,property,-77.0288543832191,2018-07-25T18:05:12.000,theft/other,evening,136718,2,2,2018,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397497,1200 - 1299 block of g street nw,2018-07-25T18:01:50.000,18122743,theft/other,18122743-01,2C,2018-07-26T01:20:33.000Z,others,"38.898316944129917,-77.028856675638977",38.8983091574118
cluster 8,005800,violent,-77.0308021853212,2018-02-25T15:29:56.000,robbery,evening,136611,2,2,2018,violent|robbery,downtown,2D3,209,4,005800 1,precinct 129,397328,1300 - 1399 block of f street nw,2018-02-25T14:02:46.000,18031766,robbery,18031766-01,2C,2018-02-25T20:29:57.000Z,others,"38.897352551739573,-77.030804478288715",38.8973447652886
cluster 8,005800,property,-77.0308021853212,2018-02-13T19:29:48.000,theft/other,evening,136611,2,2,2018,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397328,1300 - 1399 block of f street nw,2018-02-13T18:39:27.000,18024836,theft/other,18024836-01,2C,2018-02-14T02:00:51.000Z,others,"38.897352551739573,-77.030804478288715",38.8973447652886
cluster 8,005800,property,-77.0319556355216,2018-11-02T23:25:41.000,theft/other,midnight,136778,2,2,2018,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397228,700 - 723 block of 14th street nw,2018-11-02T21:36:15.000,18186594,theft/other,18186594-01,2C,2018-11-03T03:23:22.000Z,others,"38.898856638638833,-77.031957928940045",38.8988488519276
cluster 8,005800,property,-77.0319556355216,2018-11-25T16:40:53.000,theft/other,evening,136778,2,2,2018,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397228,700 - 723 block of 14th street nw,2018-11-25T16:30:56.000,18200286,theft/other,18200286-01,2C,2018-11-26T01:07:30.000Z,others,"38.898856638638833,-77.031957928940045",38.8988488519276
cluster 8,005800,property,-77.0288665198976,2018-10-31T14:03:40.000,theft/other,evening,136885,2,2,2018,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397496,1200 - 1299 block of h street nw,2018-10-31T13:50:52.000,18184901,theft/other,18184901-01,2C,2018-10-31T20:09:43.000Z,others,"38.899821337625788,-77.028868812413165",38.8998135506047
cluster 8,010100,property,-77.0336505541165,,theft/other,evening,136849,2,2,2018,property|theft/other,downtown,2D3,207,6,010100 1,precinct 17,397081,718 - 799 block of 15th street nw,2018-11-08T21:19:48.000,18190210,theft/other,18190210-01,2B,2018-11-09T02:46:42.000Z,others,"38.89949575636841,-77.033652848101724",38.8994879695915
